Folio,deleg,guard,id_guard,Esq,fecha_día,fecha_mes,fecha_año,hr_ini_h,hr_ini_m,hr_fin_h,hr_fin_m,F1,F2,lugaraplic,sexo,edad,edad_calc,parentf,parent,razoncui_e,razoncui_r,edadnino_años,edadnino_meses,sexonino,sala,discap,sat1,sat1_motg_1,sat1_motg_2,sat1_motg_3,requins,solinsc,noincint,tramit,motdifinsc,cartdes,tmpoingr,platica,filtroen,asistllegada,revpañal,revdesp,revunas,huecrede,revaytec,trato2,trato2_motg,trato1,motmalt,menuf,menu,acualimc,razondesal,alimcasa,alimcasamot,nutricionf,nutricion2,nutricion,lactm1a,lactm3a,lactm3b,lacnoraza,lactm4a,lactm4b,vacunas,valmed2m,medpart,motpart,retdesa,refumf,broguar,broinfo,trasurg,infurg,segurg,medidaseg,medidaseg2_1,medidaseg2_2,medidaseg2_3,mecpar,vigilante,limpguard,motlimpg,instaguard,calmant_1,calmant_2,calmant_3,tiempo,desling,desmot,desocon,conact,actadec,tematnycf,tematnyc,juntas,temjunt_1,temjunt_2,temjunt_3,comunic5med,asisdiainf,asishorinf_h,asishorinf_m,comunic6_1,comunic6_2,comunic6_3,preesc,recpree_2,consjpadres,dentrega,informe,infoinci,limpsalida,limpsalida2,huecreds,entrman,tipident,necehorar,sathorar_ini_h,sathorar_ini_m,sathorar_fin_h,sathorar_fin_m,razon_1,razon_2,razon_3,sat2,expecserv,actserv,recomen,motrecomen,recomserv_1,recomserv_2,recomserv_3,atnpref,atnpref2_a,corrup1,corrup4_1,corrup4_2,corrup4_3,escolar,fecha,entidad,id_guardería,CveDelegación,Delegación,NombredelaGuardería,BeneficiariosMarzo2022,Guardería,TipoGuard,estrato,MOSBenef,FE_FinalNR
169861600,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,8,22,8,32,1,1,1,1,38, ,1,2, , ,1,2,2,3,2,1, , , ,5,1,6,2, ,1,4,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,2, ,4, , ,1,1,2, ,2, ,2, ,2, , ,1,999, , ,2,1,1, ,1, , , ,1,1,1,1,1,1,1,4, , , , ,4,8,15,0,9, , ,1,1,1,6,1,1,1,2,1,1,3,1, , , , ,1, , ,10,5,1,1, ,5, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,13.4694415420127
169862113,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,8,27,8,40,1,1,1,1,33, ,2,2, , ,2,8,2,4,2,2, , , ,2,2, ,2, ,1,2,1,6,1,1,1,1,1, ,2, ,2, ,1,1,2,3,2,6,2, , ,4,3, ,7, , ,1,1,2, ,2, ,1,2,2, , ,2, , , ,2,1,2, ,2, , , ,1,1,1,1,1,1,1,1, , , , ,4,5,16,0,1, , ,1,1,2,4,2,5,1,1,1,1,2,2,9,0,18,0,2, , ,8,1,2,3,1,10, , ,1,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169862252,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,8,35,8,43,1,1,1,1,31, ,2,2, , ,0,4,1,1,2,2, , , ,5,2, ,1, ,1,2,1,4,1,1,1,1,1, ,2, ,2, ,1,1,1, ,1, ,2, , ,5, ,1, , ,4,1,2,2, ,2, ,2, ,2, , ,1,6,1, ,1,1,1, ,1, , , ,1,1,1,1,1,1,1,1, , , , ,4,5,16,0,2, , ,1,1,2,6,1,1,1,1,1,1,2,1, , , , ,2, , ,9,2,2,1, ,995, , ,1,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169862287,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,8,32,8,44,1,1,1,2,46, ,2,1, , ,0,10,1,2,2,1, , , ,6, , , , , ,1, ,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,2, ,5, , ,1,1,2, ,2, ,2, ,2, , ,1,7,8, ,1,1,1, ,1, , , ,1,1,1,1,2, ,1,11, , , , ,4,5,15,0,2,10, ,2,2,1,6,1,1,1,2,1,1,997,1, , , , ,7, , ,9,4,1,1, ,995, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.1779645853492
169868580,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,10,18,10,27,1,1,1,2,37, ,2,1, , ,2,6,2,3,2,2, , , ,6, , , , , ,1, ,3,1,1,1,1,1, ,2, ,2, ,1,1,1, ,1, ,2, , ,4,2, ,7, , ,1,2,2, ,2, ,2, ,2, , ,2, , , ,1,1,2, ,2, , , ,2,1,1,1,1,1,1,999,1,2, , ,4,5,17,0,26, , ,1,1,1,4,1,1,1,1,1,1,2,1, , , , ,5, , ,9,2,2,1, ,10, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,13.4455085798284
169870201,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,9,29,9,39,1,1,1,2,41, ,2,4,2,999,2,0,2,99,2,1, , , ,6, , , , , ,1, ,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,3,3, ,7, , ,1,1,2, ,2, ,2, ,2, , ,2, , , ,1,1,1, ,1, , , ,2,1,1,1,2, ,1,16, , , , ,4,1,15,30,2, , ,2,2,2,3,1,1,1,1,1,2,2,1, , , , ,2, , ,10,2,1,1, ,4, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,13.4455085798284
169871032,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,10,55,11,8,1,1,1,2,39, ,2,1, , ,3,6,1,7,2,2, , , ,5,2, ,2, ,1,4,1,5,1,1,1,1,1, ,2, ,2, ,1,1,1, ,2,1,2, , ,4,2, ,7, , ,1,2,2, ,2, ,1,1,2, , ,1,2,6, ,2,1,2, ,2, , , ,3,2,1,1,1,1,2, ,1,999, , ,4,1,11,0,9, , ,1,1,2,5,2,1,1,1,1,1,2,1, , , , ,4, , ,8,2,2,2, ,35, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,13.4455085798284
169873313,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,11,34,11,48,1,1,1,2,30, ,2,1, , ,3,0,2,6,2,2, , , ,2,2, ,1, ,1,4,1,4,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,1,1,1,1,2, ,1, , ,1,1,1,6,2, ,1,1,2, , ,1,6,7,4,2,1,1, ,1, , , ,2,2,1,1,1,1,1,3,1,1,7, ,4,5,12,0,9, , ,1,1,2,4,1,1,1,1,1,1,2,1, , , , ,4, , ,10,2,1,1, ,17, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.3225341216196
169873748,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,11,44,11,55,1,1,1,1,44, ,2,2, , ,3,0,1,7,2,2, , , ,2,1,7,2, ,1,3,1,5,1,97,1,1,1, ,2, ,99, ,1,1,1, ,2,2,2, , ,4,2, ,7, , ,1,2,2, ,2, ,2, ,2, , ,2, , , ,2,1,99, ,2, , , ,3,1,1,1,1,1,1,2,1,999, , ,11,5,17,0,9, , ,1,2,1,6,1,1,1,1,1,1,997,1, , , , ,10, , ,9,2,2,1, ,1, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,13.4694415420127
169874697,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,9,43,9,55,1,1,1,1,30, ,2,2, , ,2,0,1,5,2,1, , , ,1,2, ,3,7,1,4,1,5,1,2,1,1,1, ,2, ,1, ,1,1,1, ,1, ,2, , ,3,2, ,5, , ,1,2,2, ,2, ,2, ,2, , ,2, , , ,1,1,1, ,1, , , ,3,1,1,1,1,1,2, ,2, , , ,4,3,17,0,9, , ,2,2,2,4,6,6,1,1,1,1,997,1, , , , ,4, , ,9,2,1,1, ,1, , ,2,2,2, , , ,6,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169874698,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,10,56,11,9,1,1,1,1,50, ,2,3,2,2,3,11,2,8,2,1, , , ,6, , , , , ,1, ,6,1,97,1,1,1, ,1, ,1, ,1,99,1, ,1, ,1,1,1,4,2, ,7, , ,1,1,2, ,2, ,1,1,2, , ,2, , , ,1,1,1, ,2, , , ,3,1,1,1,1,1,1,5, , , , ,2,8,13,0,4, , ,2,1,2,4,1,1,1,1,1,1,2,1, , , , ,21, , ,10,99,1,1, ,995, , ,2,2,2, , , ,3,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.1996413232853
169878779,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,13,13,13,24,1,1,1,1,32, ,2,2, , ,2,7,1,6,2,1, , , ,5,2, ,5,5,1,5,1,6,1,97,1,1,1, ,1, ,1, ,1,1,1, ,2,5,2, , ,3,2, ,4, , ,1,2,2, ,2, ,2, ,2, , ,1,8,9, ,1,1,2, ,2, , , ,2,2,1,1,1,1,1,1,1,1,17, ,4,8,16,0,1,18, ,1,1,1,6,1,1,1,1,1,1,2,2,7,0,18,0,2, , ,10,4,1,1, ,5, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169879934,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,13,37,13,49,1,1,1,2,35, ,2,1, , ,2,0,2,7,2,1, , , ,6, , , , , ,1, ,5,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,4,1, , ,1, ,1,1,1,6,2, ,1,1,2, , ,1,6,7, ,1,1,1, ,1, , , ,3,1,1,1,1,1,1,16,2, , , ,3,5,15,0,9, , ,2,2,2,5,2,1,1,1,1,1,2,1, , , , ,5, , ,10,1,1,1, ,995, , ,2,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,13.4455085798284
169880505,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,13,52,14,0,1,2,1,2,22, ,2,1, , ,3,0,1,7,2,2, , , ,6, , , , , ,1, ,6,1,97,2,1,1, ,2, ,2, ,1,1,1, ,1, ,2, , ,3,2, ,8, , ,1,1,1,5,2, ,2, ,2, , ,1,10, , ,1,1,2, ,2, , , ,1,1,1,1,2, ,2, , , , , ,4,9,12,0,9, , ,1,1,2, , , , , , , , ,1, , , , ,1, , ,8,2,2,1, ,5, , ,2,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,11.7223412377191
169880647,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,13,52,14,4,1,1,1,1,33, ,2,2, , ,0,5,2,1,2,1, , , ,14,2, ,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,99,1, ,1, ,2, , ,5, ,1, , ,2,1,1,2, ,2, ,2, ,2, , ,1,2,7, ,1,1,1, ,1, , , ,1,1,1,1,1,1,1,16, , , , ,4,5,16,0,9, , ,2,1,1,6,1,1,1,1,1,1,2,1, , , , ,4, , ,10,2,1,1, ,995, , ,2,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169881034,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,14,2,14,13,1,2,1,2,21, ,2,1, , ,3,0,2,7,2,2, , , ,5,1,6,2, ,1,3,2,6,2,97,1,1,1, ,2, ,2, ,1,1,1, ,1, ,2, , ,1,2, ,7, , ,1,1,2, ,2, ,1,1,2, , ,1,8, , ,1,1,2, ,2, , , ,3,1,1,1,2, ,2, ,1,21,2,14,11,8,16,0,11, , ,1,2,2, , , , , , , , ,1, , , , ,1, , ,8,1,2,1, ,4,1, ,2,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,11.7223412377191
169881940,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,14,20,14,33,1,1,1,1,26, ,2,2, , ,3,11,2,6,2,1, , , ,2,2, ,1, ,1,3,1,6,1,1,1,1,1, ,2, ,1, ,1,1,1, ,1, ,2, , ,4,2, ,7, , ,1,1,2, ,1,1,2, ,2, , ,1,999, , ,1,1,1, ,1, , , ,2,1,1,1,1,1,1,3,2, , , ,2,3,99,99,3, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,1, , ,9,1,1,1, ,995, , ,2,2,2, , , ,8,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169882040,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,14,26,14,36,1,1,1,1,35, ,2,2, , ,1,0,2,3,2,2, , , ,2,2, ,2, ,1,1,1,6,1,4,1,1,1, ,2, ,1, ,1,1,1, ,1, ,2, , ,5, ,1, , ,4,1,1,1,4,2, ,2, ,2, , ,1,8,16,2,1,1,1, ,1, , , ,2,1,1,1,1,1,1,4,1,8,10, ,11,5,16,0,1, , ,2,2,1,6,1,1,1,1,1,1,2,1, , , , ,1, , ,9,2,2,1, ,1,31, ,2,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,13.4694415420127
169882402,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,14,31,14,43,1,1,1,1,33, ,2,2, , ,3,0,2,7,2,2, , , ,2,2, ,2, ,1,4,1,6,1,97,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,3,2, ,5, , ,2,1,2, ,2, ,2, ,2, , ,1,2, , ,1,1,1, ,1, , , ,3,1,1,1,1,1,1,3,2, , , ,2,3,9,0,9, , ,2,1,1,3,1,1,1,1,1,1,2,1, , , , ,2, , ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169882574,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,14,34,14,46,2,1,1,1,24, ,1,2, , ,3,0,2,8,2,2, , , ,2,1,3,2, ,1,4,1, , , , , , , ,2, ,2, ,1,1,1, ,1, ,2, , ,4,2, ,999, , ,1,1,1,6,2, ,2, ,2, , ,1,6, , ,1,1,2, ,2, , , ,1,1,1,1,1,1,1,999, , , , ,2,1,8,0,9, , ,2,1,2,5,1,1,1,1,1,1,997,1, , , , ,1, , ,9,2,2,2, ,995, , ,2,2,2, , , ,3,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,11.7432069675566
169882743,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,14,42,14,51,1,1,1,1,36, ,2,2, , ,2,0,1,4,2,1, , , ,6, , , , , ,1, ,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,2, ,6, , ,1,1,1,6,2, ,1,1,2, , ,2, , , ,2,1,1, ,1, , , ,2,1,1,1,1,1,1,999,2, , , ,3,2,9,0,9, , ,1,1,1,6,1,1,1,1,1,1,997,1, , , , ,3, , ,10,4,1,1, ,1,22, ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,13.4694415420127
169883809,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,14,58,15,9,1,1,1,1,35, ,2,2, , ,3,0,1,6,2,1, , , ,5,1,6,1, ,1,4,1,6,1,1,1,1,1, ,1, ,2, ,1,1,1, ,1, ,2, , ,3,1, , ,4, ,1,1,2, ,2, ,2, ,2, , ,1,5,6,1,1,1,1, ,1, , , ,4,1,1,1,2, ,1,1,2, , , ,2,8,9,0,10, , ,1,1,2,3,1,1,2,1,1,1,997,1, , , , ,1, , ,10,2,2,1, ,9, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,13.4694415420127
169883918,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,15,2,15,11,1,1,1,1,33, ,2,2, , ,3,0,2,6,2,1, , , ,1,2, ,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,5, ,1, , ,999,1,1,2, ,2, ,2, ,2, , ,1,2, , ,2,1,1, ,1, , , ,1,1,1,1,1,1,1,4, , , , ,4,1,14,0,11, , ,2,2,2,6,1,1,1,1,1,1,997,1, , , , ,5, , ,10,2,2,1, ,20, , ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169884131,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,15,2,15,14,1,1,1,1,30, ,1,2, , ,1,0,1,4,2,1, , , ,2,2, ,2, ,1,3,1,4,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,2, ,5, , ,1,1,2, ,2, ,2, ,2, , ,1,7,2, ,1,1,1, ,99, , , ,3,1,1,1,1,1,1,3,1,10,8, ,2,1,17,0,9, , ,1,1,2,4,1,1,1,1,1,1,2,1, , , , ,1, , ,10,2,1,1, ,995, , ,2,2,2, , , ,8,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169884441,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,15,11,15,20,1,1,1,1,27, ,2,2, , ,2,0,1,4,2,1, , , ,2,2, ,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,5, ,2,5, , ,1,1,2, ,2, ,2, ,2, , ,1,2,14, ,1,1,1, ,1, , , ,1,1,1,1,1,1,1,4, , , , ,2,8,99,99,9, , ,2,2,1,6,2,2,1,1,1,1,997,1, , , , ,4, , ,10,2,1,1, ,995, , ,2,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169885134,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,15,22,15,31,2,1,1,2,63, ,2,3,999,2,2,0,1,5,2,1, , , ,6, , , , , ,1, , , , , , , , ,1, ,1, ,1,4,1, ,1, ,2, , ,4,2, ,6, , ,1,2,2, ,2, ,2, ,2, , ,1,6, , ,1,1,1, ,1, , , ,3,1,1,1,1,1,1,4, , , , ,2,2,10,0,10, , ,1,1,1,3,1,1,1,1,1,1,2,1, , , , ,1, , ,10,1,1,1, ,999, , ,2,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,11.2093717684178
169885463,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,15,25,15,37,2,1,1,1,33, ,2,2, , ,2,8,2,6,2,2, , , ,1,1,16,2, ,1,2,1, , , , , , , ,2, ,2, ,1,1,1, ,1, ,1,1,1,1,1, , ,1, ,1,1,2, ,2, ,2, ,1,1,1,2, , , ,2,2,2, ,2, , , ,4,1,1,1,1,1,2, ,1,5, , ,4,5,16,0,27, , ,2,2,2,6,1,6,2,1,1,1,2,2,7,0,18,0,5, , ,8,2,2,2, ,11, , ,1,2,2, , , ,8,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169885799,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,15,35,15,45,1,2,1,1,41, ,2,2, , ,2,9,1,6,2,1, , , ,7,2, ,2, ,1,3,1,3,1,97,1,1,1, ,1, ,1, ,1,2,1, ,1, ,2, , ,2,3, ,7, , ,1,2,2, ,2, ,2, ,2, , ,1,5,1, ,2,1,1, ,1, , , ,2,1,1,1,1,1,1,1,1,999, , ,4,5,15,0,9, , ,1,1,1, , , , , , , , ,1, , , , ,1, , ,10,2,1,1, ,995, , ,2,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,13.4694415420127
169886137,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,15,38,15,51,1,1,1,1,30, ,2,2, , ,1,3,1,3,2,1, , , ,1,2, ,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,1, , ,4, ,1,2,2, ,2, ,2, ,2, , ,1,10,6, ,2,1,1, ,1, , , ,3,2,2,1,1,1,1,1,2, , , ,4,5,17,0,9, , ,2,2,2,6,1,1,1,1,1,1,2,1, , , , ,5, , ,9,2,1,1, ,10, , ,2,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169886508,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,15,42,15,58,1,1,1,1,34, ,2,2, , ,0,8,1,2,2,2, , , ,1,2, ,2, ,1,4,1,6,1,3,1,1,1, ,2, ,2, ,1,1,1, ,1, ,2, , ,5, ,1, , ,2,1,2,1,9,2, ,2, ,2, , ,1,4,5,7,2,1,1, ,1, , , ,2,1,1,1,2, ,2, ,2, , , ,2,1,9,0,2,10,3,1,1,1,6,6,1,1,2,1,1,2,2,7,0,20,0,16, , ,9,2,2,2, ,1,2,42,2,2,2, , , ,8,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169886855,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,15,52,16,5,1,1,1,1,30, ,2,2, , ,0,11,2,2,2,2, , , ,7,2, ,1, ,1,1,1,3,1,2,1,1,1, ,2, ,2, ,1,1,2,4,1, ,2, , ,1,3, ,5, , ,1,1,1,6,2, ,2, ,2, , ,1,10,8,17,1,1,2, ,2, , , ,1,1,1,1,1,1,1,2, , , , ,11,5,16,0,11, , ,1,1,99,3,1,1,1,1,1,1,2,2,7,0,18,0,5, , ,9,2,2,1, ,5,10, ,2,2,2, , , ,9,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
169886863,31,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",1335,1,4,7,2022,15,54,16,5,1,1,1,1,28, ,2,2, , ,2,6,1,6,2,2, , , ,3,2, ,2, ,1,3,1,6,1,1,1,1,1, ,2, ,2, ,1,1,1, ,1, ,2, , ,2,1, , ,5, ,1,2,1,2,2, ,2, ,2, , ,2, , , ,1,1,1, ,1, , , ,4,1,1,1,1,1,1,14,2, , , ,4,8,16,0,9, , ,1,1,1,6,1,1,1,1,1,1,2,2,6,0,18,0,4, , ,9,1,2,1, ,1, , ,2,2,2, , , ,7,2022-07-04,29,1335,31,Tlaxcala,"Grupo Sepersa, Servicios Educativos y Recreativos Pérez Ramírez, S.A. de C.V.",132,U-0388,1,1,.23321554770318,12.344468192867
